9.9995512770e-01,2.0441706658e-03,-5.9608528544e-03,7.0733426553e-03,9.7053668059e-05,3.4245879931e-05,-4.6555606803e-05,
9.9815653324e-01,-1.1695111510e-02,-5.8839554973e-02,9.2014290798e-03,1.3949144091e-03,4.7481867370e-05,-2.5610707461e-05,
9.8661735848e-01,-1.4578931848e-02,-1.6237624054e-01,2.7566661941e-03,2.6232686051e-03,4.7770489223e-05,1.6561616249e-04,
9.7186098879e-01,-4.0720792532e-02,-2.3147122373e-01,-1.5783159236e-02,3.8826588375e-03,-1.9350649643e-05,4.6919971191e-04,
9.5826418477e-01,-4.8528025600e-02,-2.8101415960e-01,-2.0145099083e-02,5.3834395703e-03,9.1973368900e-05,7.6551915378e-04,
9.5965118153e-01,-4.7152252874e-02,-2.7680668628e-01,-1.4977758878e-02,6.2616672943e-03,4.8552431129e-05,7.2252834246e-04,
9.7543620732e-01,-9.6444009886e-03,-2.1920229807e-01,-1.9533138480e-02,4.9388432505e-03,-2.7511083256e-04,-2.2593746372e-04,
9.8434198029e-01,4.3024542512e-03,-1.7373095806e-01,-2.9494218554e-02,3.8559259684e-03,-4.3432544565e-04,-7.2953264292e-04,
9.9341614792e-01,7.9108286011e-03,-1.1204418323e-01,-2.2536123198e-02,2.9022908112e-03,-5.3730261558e-04,-9.3638992849e-04,
9.9524718036e-01,2.9745959098e-02,-8.7177187130e-02,-3.1596929266e-02,1.6461649718e-03,-6.1987850630e-04,-1.0005130714e-03,
9.9362070039e-01,2.9554744780e-02,-9.8022116162e-02,-4.7287266305e-02,7.4181503740e-04,-6.4510191014e-04,-9.9113947747e-04,
9.9448586709e-01,2.3686151475e-02,-9.6794578607e-02,-3.2674698667e-02,-1.8487248943e-05,-6.1676013981e-04,-8.9009271000e-04,
9.9611959380e-01,2.4319712981e-02,-8.1475117558e-02,-2.2718090176e-02,-8.2351842724e-04,-6.4204893138e-04,-7.5577461233e-04,
9.9416316276e-01,5.2123732014e-02,-9.2038093182e-02,-2.1253511901e-02,-3.3823760846e-04,2.0393047640e-04,-4.1046577544e-04,
9.9253730887e-01,6.6054509429e-02,-9.9226335257e-02,-2.5702659129e-02,-1.3384940848e-05,7.5996089472e-04,-2.4436752580e-04,
9.8719028965e-01,1.0166026365e-01,-1.1727476189e-01,-3.6975032538e-02,1.0404651689e-03,8.0666760262e-04,-2.6884087363e-05,
9.8465515378e-01,1.3240103181e-01,-1.0803256978e-01,-3.5399982823e-02,2.2502933434e-03,7.8901017368e-04,6.8346556786e-05,
9.7854972664e-01,1.2566272871e-01,-1.5533868195e-01,-5.0191682480e-02,3.3146248028e-03,6.5012633166e-04,2.4464681675e-04,
9.6089370645e-01,5.1712982428e-02,-2.6137116009e-01,-7.5459717895e-02,4.9545942448e-03,1.5556469935e-04,1.0742619167e-03,
9.5127544028e-01,3.6092720303e-02,-2.9824314544e-01,-6.9450546862e-02,6.1334687903e-03,5.3088127940e-05,1.5663657076e-03,
9.4781701681e-01,3.9854931844e-02,-3.0994867455e-01,-6.3137201392e-02,6.1734180479e-03,-8.5290134508e-04,1.2853690746e-03,
9.5159563276e-01,2.8372983599e-02,-3.0257043842e-01,-4.5954926847e-02,5.9891846529e-03,-1.3890038707e-03,8.4153470636e-04,
9.6860278142e-01,4.5906151605e-02,-2.4166313138e-01,-3.6058397171e-02,4.9300951146e-03,-1.2761605686e-03,-1.9490199103e-04,
9.8029369155e-01,4.8786808059e-02,-1.9057622068e-01,-1.8023034763e-02,3.8560076027e-03,-1.1292530505e-03,-7.8675594376e-04,
9.8362982226e-01,4.5141041011e-02,-1.7428843308e-01,-7.6289762561e-03,2.8740561776e-03,-1.1880180055e-03,-1.0476388625e-03,
9.9038466476e-01,4.6694690140e-02,-1.3021594787e-01,1.2761802172e-03,1.8006199067e-03,-1.2577530598e-03,-1.2284529624e-03,
9.8725200631e-01,1.0212208989e-01,-1.1619427292e-01,-3.7462591194e-02,8.4129356041e-04,-1.1379157968e-03,-1.5425681678e-03,
9.8256304330e-01,1.3187944941e-01,-1.1337801276e-01,-6.5750307946e-02,-2.7115794528e-05,-1.0262137713e-03,-1.6752963901e-03,
9.7585652482e-01,1.9205827297e-01,-7.7877164497e-02,-6.8940626584e-02,-2.2280618748e-04,-3.9638937051e-04,-1.1987196047e-03,
9.8386618518e-01,1.5874311253e-01,-4.1661681927e-02,-7.1219787586e-02,-6.3287200736e-04,-1.3503892616e-04,-3.4649377382e-04,
9.8758353551e-01,1.3536922762e-01,-4.9456147175e-02,-6.2514175242e-02,-2.2533017620e-04,2.7936014640e-04,1.4057409271e-04,
9.8937639285e-01,1.1124819875e-01,-6.7864736169e-02,-6.4440430843e-02,5.4962403893e-05,7.1370064055e-04,4.0191411915e-04,
9.9034514975e-01,1.0323983464e-01,-6.6781683027e-02,-6.4017401698e-02,2.0068754435e-04,1.0593597588e-03,6.8504235630e-04,
9.9141070980e-01,8.0452793827e-02,-9.3118752947e-02,-4.4283747626e-02,8.7463688764e-04,1.1799386232e-03,7.4111418780e-04,
9.9132726622e-01,2.2810014530e-02,-1.2921182197e-01,-7.3661074855e-03,1.9042286521e-03,1.0313402471e-03,5.2066949987e-04,
9.8470438862e-01,6.7786724125e-03,-1.7384196129e-01,-9.5020591309e-03,2.9131038691e-03,8.5835955419e-04,5.3347585605e-04,
9.6080598401e-01,-9.5299999759e-03,-2.7468327203e-01,-3.6195859578e-02,3.9296013320e-03,2.5221598525e-04,6.3103202725e-04,
9.5553674389e-01,-2.2379769331e-02,-2.9230145072e-01,-3.1757501538e-02,4.8183754729e-03,-1.9931109657e-05,7.4081186674e-04,
9.5447949240e-01,-8.9598980856e-03,-2.9761386500e-01,-1.7737140949e-02,5.0635025571e-03,-7.9762766612e-04,4.9571674866e-04,
9.5378610718e-01,-1.2937150154e-02,-2.9966535420e-01,-1.8037942736e-02,4.6963812187e-03,-1.3888794230e-03,9.7782370558e-04,
9.6213899441e-01,-2.6076871163e-03,-2.7140472731e-01,-2.4924473902e-02,3.8005526231e-03,-1.6063757047e-03,9.4192635129e-04,
9.7039056485e-01,5.8512877352e-03,-2.3962197950e-01,-2.9819809314e-02,3.0703635734e-03,-1.6346015232e-03,7.9332699346e-04,
9.7471671181e-01,1.2565681935e-02,-2.2101364942e-01,-3.0371073929e-02,2.4946853349e-03,-1.6707794290e-03,6.8693748304e-04,
9.8204668811e-01,1.4241382892e-02,-1.8663575817e-01,-2.3421766926e-02,1.8499543004e-03,-1.7054431370e-03,5.8380086174e-04,
9.8880388484e-01,2.6355517271e-03,-1.4759347815e-01,-2.1819633529e-02,1.2994061764e-03,-1.7098234349e-03,5.1611531686e-04,
9.9712809157e-01,-7.8793412929e-03,-7.4880368119e-02,-8.1495682360e-03,5.9157174412e-04,-1.6638369994e-03,6.6037610587e-04,
9.9869021561e-01,-2.7281500254e-02,-4.3251776569e-02,1.6902096406e-03,-6.6757153055e-05,-1.6520859791e-03,9.0623007336e-04,
9.9911602104e-01,-4.1220891917e-02,-6.2386483507e-03,5.3938702199e-03,-6.8662232130e-04,-1.6145593831e-03,1.1416932999e-03,
9.9934546786e-01,-3.5339258925e-02,-6.9601422701e-03,3.3658672017e-03,-1.6605576079e-03,-1.6470016318e-03,1.0401861309e-03,
9.9798850393e-01,-4.8758163515e-02,1.6505922516e-02,3.7001919243e-02,-1.3937283346e-03,-9.8204957526e-04,1.3681854142e-03,
9.9670658613e-01,-5.2405681127e-02,2.7744913979e-02,5.5315870307e-02,-1.1622211197e-03,-4.1419300203e-04,1.3812672615e-03,
9.9534772932e-01,4.2938209938e-02,4.6456129703e-02,7.2670736035e-02,-9.3765097789e-04,-1.7261615172e-04,1.2816815374e-03,
9.9253869282e-01,7.3929071902e-02,5.2080203306e-02,8.1786844962e-02,-7.3819413741e-04,2.0843769738e-04,1.2377403887e-03,
9.9232574249e-01,1.0096767186e-01,1.5296653088e-02,6.9722036902e-02,-5.3165341041e-04,5.7675728372e-04,1.0731315406e-03,
